step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
44,90156,44,0.19015268351588022,0.0,0.7142857142857143,,,,,,,,,
45,92205,45,0.1784713619710251,0.0,0.5333333333333333,,,,,,,,,
46,94254,46,0.18001592456963106,0.0,0.6923076923076923,,,,,,,,,
47,96303,47,0.21595295973198356,0.0,0.46153846153846156,,,,,,,,,
48,98352,48,0.19557559084883866,0.0,0.8181818181818182,,,,,,,,,
49,100401,49,0.19691910392088582,0.0,0.7692307692307693,,,,,,,,,
50,102450,50,0.2022776634921154,0.0,0.7333333333333333,,,,,,,,,
51,104499,51,0.13877003494257256,0.0,0.7857142857142857,,,,,,,,,
52,106548,52,0.17398485371423916,0.0,0.75,,,,,,,,,
53,108597,53,0.20234090706720403,0.0,0.7857142857142857,,,,,,,,,
54,110646,54,0.17704570016153376,0.0,0.8,,,,,,,,,
55,112695,55,0.18499770336071816,0.0,0.8571428571428571,,,,,,,,,
56,114744,56,0.167267265434068,0.0,0.6923076923076923,,,,,,,,,
57,116793,57,0.17729396093126965,0.0,0.5384615384615384,,,,,,,,,
58,118842,58,0.19707377635095685,0.0,0.8125,,,,,,,,,
59,120891,59,0.17741187011292467,0.0,0.6428571428571429,,,,,,,,,
60,122940,60,0.22663491142859987,0.0,0.7142857142857143,,,,,,,,,
61,124989,61,0.1850248515093515,0.0,0.9333333333333333,,,,,,,,,
62,127038,62,0.19550272110713615,0.0,0.75,,,,,,,,,
63,129087,63,0.18393680383143807,0.0,0.7857142857142857,,,,,,,,,
64,131136,64,0.15091421268262778,0.0,0.875,,,,,,,,,
65,133185,65,0.1623909056341486,0.0,0.6666666666666666,,,,,,,,,
66,135234,66,0.19283545172835426,0.0,0.8,,,,,,,,,
67,137283,67,0.18765242903367546,0.0,0.7333333333333333,,,,,,,,,
68,139332,68,0.18069752488352414,0.0,0.8,,,,,,,,,
69,141381,69,0.1747456559598184,0.0,0.8823529411764706,0.22269237053200497,0.0,0.0,,,,,,
70,143430,70,0.1675841664406943,0.0,0.7692307692307693,,,,,,,,,
71,145479,71,0.16521354885960002,0.0,0.8666666666666667,,,,,,,,,
72,147528,72,0.18989364638148937,0.0,0.6428571428571429,,,,,,,,,
73,149577,73,0.1989650565535066,0.0,0.7857142857142857,,,,,,,,,
74,151626,74,0.2086612143416363,0.0,0.6,,,,,,,,,
75,153675,75,0.1761667926668638,0.0,0.8571428571428571,,,,,,,,,
76,155724,76,0.15592027455431468,0.0,0.7692307692307693,,,,,,,,,
77,157773,77,0.1919363015758342,0.0,0.6428571428571429,,,,,,,,,
78,159822,78,0.18515863030534663,0.0,0.6666666666666666,,,,,,,,,
79,161871,79,0.18815635606105174,0.0,0.8666666666666667,,,,,,,,,
80,163920,80,0.21693395232980517,0.0,0.8333333333333334,,,,,,,,,
81,165969,81,0.19253605320334038,0.0,0.75,,,,,,,,,
82,168018,82,0.16226349187074193,0.0,0.7142857142857143,,,,,,,,,
83,170067,83,0.15613044717693506,0.0,0.7857142857142857,,,,,,,,,
84,172116,84,0.12829676550773644,0.0,0.9285714285714286,,,,,,,,,
85,174165,85,0.1768098956974577,0.0,0.8,,,,,,,,,
86,176214,86,0.17525973500918232,0.0,0.6666666666666666,,,,,,,,,
87,178263,87,0.1943389046839039,0.0,0.5833333333333334,,,,,,,,,
88,180312,88,0.182437537670069,0.0,0.7272727272727273,,,,,,,,,
89,182361,89,0.2112457563511321,0.0,0.7333333333333333,,,,,,,,,
90,184410,90,0.15487650092090854,0.0,0.6666666666666666,,,,,,,,,
91,186459,91,0.22167378535352789,0.0,0.6923076923076923,,,,,,,,,
92,188508,92,0.17447195103847804,0.0,0.7142857142857143,,,,,,,,,
93,190557,93,0.18319911184812313,0.0,0.6470588235294118,,,,,,,,,
94,192606,94,0.1793927574085159,0.0,0.7222222222222222,,,,,,,,,
95,194655,95,0.16950468650790332,0.0,0.8,,,,,,,,,
96,196704,96,0.1921724334178114,0.0,0.7142857142857143,,,,,,,,,
97,198753,97,0.2083624483858068,0.0,0.9333333333333333,,,,,,,,,
98,200802,98,0.15979899097236033,0.0,0.7333333333333333,,,,,,,,,
99,202851,99,0.15219093945328133,0.0,0.75,,,,,,,,,
100,204900,100,0.17221976864793292,0.0,0.8333333333333334,,,,,,,,,
101,206949,101,0.19645099650139253,0.0,0.7692307692307693,,,,,,,,,
102,208998,102,0.18104420737040994,0.0,0.7692307692307693,,,,,,,,,
103,211047,103,0.16293113251868463,1.0,1.0,,,,,,,,,
104,213096,104,0.1913855301220163,0.0,0.5294117647058824,,,,,,,,,
105,215145,105,0.1723494861531482,0.0,0.7142857142857143,,,,,,,,,
106,217194,106,0.15331271310643568,1.0,1.0,,,,,,,,,
107,219243,107,0.2097857576275456,0.0,0.7857142857142857,,,,,,,,,
108,221292,108,0.18630344624566164,0.0,0.75,,,,,,,,,
109,223341,109,0.21810933911178954,0.0,0.5,,,,,,,,,
110,225390,110,0.16761424816597958,0.0,0.7368421052631579,,,,,,,,,
111,227439,111,0.19329513622122407,0.0,0.8823529411764706,,,,,,,,,
112,229488,112,0.19658478744817043,0.0,0.6153846153846154,,,,,,,,,
113,231537,113,0.15758678899619902,0.0,0.8666666666666667,,,,,,,,,
114,233586,114,0.1952235536409782,0.0,0.6666666666666666,,,,,,,,,
115,235635,115,0.17658963877194128,0.0,0.7142857142857143,,,,,,,,,
116,237684,116,0.18499671177093022,0.0,0.5333333333333333,,,,,,,,,
117,239733,117,0.1814379248911772,0.0,0.8571428571428571,,,,,,,,,
118,241782,118,0.18434384228164136,0.0,0.75,,,,,,,,,
119,243831,119,0.19235304439691736,0.0,0.9333333333333333,,,,,,,,,
120,245880,120,0.15944451008267274,0.0,0.7333333333333333,,,,,,,,,
121,247929,121,0.18157882186512453,0.0,0.7333333333333333,,,,,,,,,
122,249978,122,0.204635723019083,0.0,0.6153846153846154,,,,,,,,,
123,252027,123,0.17796609659695228,0.0,0.8461538461538461,,,,,,,,,
124,254076,124,0.1487390953327447,0.0,0.8888888888888888,,,,,,,,,
125,256125,125,0.1664960103696109,0.0,0.8333333333333334,,,,,,,,,
126,258174,126,0.1802368368003069,0.0,0.9411764705882353,,,,,,,,,
127,260223,127,0.17391285063818285,0.0,0.7142857142857143,,,,,,,,,
128,262272,128,0.21042854277562412,0.0,0.6666666666666666,,,,,,,,,
129,264321,129,0.18844254088999227,0.0,0.8,,,,,,,,,
130,266370,130,0.17737095157334415,0.0,0.8181818181818182,,,,,,,,,
131,268419,131,0.1911481235614791,0.0,0.7333333333333333,,,,,,,,,
132,270468,132,0.19269836205338547,0.0,0.8125,,,,,,,,,
133,272517,133,0.1671791240754828,0.0,0.8333333333333334,,,,,,,,,
134,274566,134,0.17591436638595415,0.0,0.7142857142857143,,,,,,,,,
135,276615,135,0.18538724388807898,0.0,0.7142857142857143,,,,,,,,,
136,278664,136,0.18729162365906232,0.0,0.7058823529411765,,,,,,,,,
137,280713,137,0.1898500846253885,0.0,0.75,0.19498269910936666,1.0,1.0,,,,,,
138,282762,138,0.19864485751338845,0.0,0.7692307692307693,,,,,,,,,
139,284811,139,0.16362854153964268,0.0,0.9285714285714286,,,,,,,,,
140,286860,140,0.1705832394978073,0.0,0.5625,,,,,,,,,
141,288909,141,0.14457243094390582,0.0,0.9333333333333333,,,,,,,,,
142,290958,142,0.17170002346985494,0.0,0.8461538461538461,,,,,,,,,
143,293007,143,0.17851679545119364,0.0,0.7692307692307693,,,,,,,,,
144,295056,144,0.16707815856188107,0.0,0.7142857142857143,,,,,,,,,
145,297105,145,0.17812112728826834,0.0,0.8571428571428571,,,,,,,,,
146,299154,146,0.18333712363866714,0.0,0.9333333333333333,,,,,,,,,
147,301203,147,0.1750018651093554,0.0,0.7333333333333333,,,,,,,,,
148,303252,148,0.19636115927517522,0.0,0.7692307692307693,,,,,,,,,
149,305301,149,0.18118353833911438,0.0,0.6153846153846154,,,,,,,,,
150,307350,150,0.16522567579900493,1.0,1.0,,,,,,,,,
151,309399,151,0.14481968930329403,0.0,0.9230769230769231,,,,,,,,,
152,311448,152,0.23080318000435174,0.0,0.8461538461538461,,,,,,,,,
153,313497,153,0.1569611221891492,0.0,0.6923076923076923,,,,,,,,,
154,315546,154,0.18994483521427563,0.0,0.7857142857142857,,,,,,,,,
155,317595,155,0.1761701145865078,0.0,0.6153846153846154,,,,,,,,,
156,319644,156,0.1564468415789385,0.0,0.9285714285714286,,,,,,,,,
157,321693,157,0.1635205628338276,0.0,0.8,,,,,,,,,
158,323742,158,0.16504776718956982,0.0,0.9285714285714286,,,,,,,,,
159,325791,159,0.18140723915881835,0.0,0.8571428571428571,,,,,,,,,
160,327840,160,0.16612077638735473,0.0,0.8461538461538461,,,,,,,,,
161,329889,161,0.18374644236751722,0.0,0.8666666666666667,,,,,,,,,
162,331938,162,0.19422944717950175,1.0,1.0,,,,,,,,,
163,333987,163,0.19646408779554136,0.0,0.7333333333333333,,,,,,,,,
164,336036,164,0.1533363389061603,0.0,0.8666666666666667,,,,,,,,,
165,338085,165,0.1710859617125297,0.0,0.7857142857142857,,,,,,,,,
166,340134,166,0.17078416324825713,0.0,0.8125,,,,,,,,,
167,342183,167,0.1829990160108551,0.0,0.9375,,,,,,,,,
168,344232,168,0.17837249726765175,0.0,0.8666666666666667,,,,,,,,,
169,346281,169,0.179963302557772,0.0,0.6666666666666666,,,,,,,,,
170,348330,170,0.1413676760477207,0.0,0.6470588235294118,,,,,,,,,
171,350379,171,0.1838966824704906,0.0,0.9166666666666666,,,,,,,,,
172,352428,172,0.15963229597116357,0.0,0.7222222222222222,,,,,,,,,
173,354477,173,0.17316636499070281,0.0,0.9285714285714286,,,,,,,,,
174,356526,174,0.19410933528732327,0.0,0.6428571428571429,,,,,,,,,
175,358575,175,0.17637686826006316,0.0,0.6428571428571429,,,,,,,,,
176,360624,176,0.16729915683175073,0.0,0.8571428571428571,,,,,,,,,
177,362673,177,0.18849040266587727,0.0,0.8571428571428571,,,,,,,,,
178,364722,178,0.21656990682830707,0.0,0.8823529411764706,,,,,,,,,
179,366771,179,0.190662172037745,0.0,0.8125,,,,,,,,,
180,368820,180,0.17763011836035367,0.0,0.6153846153846154,,,,,,,,,
181,370869,181,0.17589183542452153,0.0,0.7692307692307693,,,,,,,,,
182,372918,182,0.1857053261857668,0.0,0.7647058823529411,,,,,,,,,
183,374967,183,0.16147355885081832,0.0,0.8181818181818182,,,,,,,,,
184,377016,184,0.17463352432331467,0.0,0.8125,,,,,,,,,
185,379065,185,0.16323504924796214,0.0,0.7857142857142857,,,,,,,,,
186,381114,186,0.179297838563098,1.0,1.0,,,,,,,,,
187,383163,187,0.1580600604132752,0.0,0.6666666666666666,,,,,,,,,
188,385212,188,0.17452784595823462,0.0,0.7647058823529411,,,,,,,,,
189,387261,189,0.16087406043852487,0.0,0.8125,,,,,,,,,
190,389310,190,0.17947593228204434,0.0,0.7222222222222222,,,,,,,,,
191,391359,191,0.19883988447481815,0.0,0.7333333333333333,,,,,,,,,
192,393408,192,0.15620112087540183,0.0,0.875,,,,,,,,,
193,395457,193,0.18522398383125788,0.0,0.8,,,,,,,,,
194,397506,194,0.16389011199690945,0.0,0.8571428571428571,,,,,,,,,
195,399555,195,0.17772579919884973,0.0,0.7333333333333333,,,,,,,,,
196,401604,196,0.17901656667424992,0.0,0.7857142857142857,,,,,,,,,
197,403653,197,0.18162803991884713,0.0,0.8571428571428571,,,,,,,,,
198,405702,198,0.1814872879539519,0.0,0.8,,,,,,,,,
199,407751,199,0.1694559926647124,0.0,0.9333333333333333,,,,,,,,,
200,409800,200,0.16033308435141408,0.0,0.75,,,,,,,,,
201,411849,201,0.19500673665321674,0.0,0.8461538461538461,,,,,,,,,
202,413898,202,0.16309205015117512,0.0,0.8235294117647058,,,,,,,,,
203,415947,203,0.13897404142180547,1.0,1.0,,,,,,,,,
204,417996,204,0.1539146296726679,0.0,0.7857142857142857,,,,,,,,,
205,420045,205,0.21420395161494926,0.0,0.8181818181818182,0.12145465059160723,1.0,1.0,,,,,,
206,422094,206,0.15808220384460553,0.0,0.8666666666666667,,,,,,,,,
207,424143,207,0.1916759209413612,0.0,0.5333333333333333,,,,,,,,,
208,426192,208,0.17700009335063818,0.0,0.7142857142857143,,,,,,,,,
209,428241,209,0.15336715866917622,0.0,0.7647058823529411,,,,,,,,,
210,430290,210,0.1838260486488975,0.0,0.75,,,,,,,,,
211,432339,211,0.1527501330159227,0.0,0.9166666666666666,,,,,,,,,
212,434388,212,0.1769289860687737,0.0,0.6666666666666666,,,,,,,,,
213,436437,213,0.18678307181073822,0.0,0.6,,,,,,,,,
214,438486,214,0.20040458628132995,0.0,0.8,,,,,,,,,
215,440535,215,0.18645589668284746,0.0,0.7142857142857143,,,,,,,,,
216,442584,216,0.1586563086493414,0.0,0.8666666666666667,,,,,,,,,
217,444633,217,0.15366433230000853,0.0,0.9333333333333333,,,,,,,,,
218,446682,218,0.15977994335653983,0.0,0.6875,,,,,,,,,
219,448731,219,0.1919199203538348,0.0,0.7857142857142857,,,,,,,,,
220,450780,220,0.18093409522821546,0.0,0.7368421052631579,,,,,,,,,
221,452829,221,0.2045095788952328,0.0,0.8,,,,,,,,,
222,454878,222,0.18633848520560686,0.0,0.7857142857142857,,,,,,,,,
223,456927,223,0.1826475349917605,0.0,0.8421052631578947,,,,,,,,,
224,458976,224,0.16597452878245278,0.0,0.6875,,,,,,,,,
225,461025,225,0.19863265097482458,0.0,0.6666666666666666,,,,,,,,,
226,463074,226,0.17205151140086977,0.0,0.7333333333333333,,,,,,,,,
227,465123,227,0.1777679112076793,0.0,0.8666666666666667,,,,,,,,,
228,467172,228,0.19757423589113132,0.0,0.8125,,,,,,,,,
229,469221,229,0.17608456825534602,0.0,0.8,,,,,,,,,
230,471270,230,0.1662845334198691,0.0,0.8666666666666667,,,,,,,,,
231,473319,231,0.1736813167375621,0.0,0.8823529411764706,,,,,,,,,
232,475368,232,0.18893931659935526,0.0,0.8571428571428571,,,,,,,,,
233,477417,233,0.14259591819978715,0.0,0.7333333333333333,,,,,,,,,
234,479466,234,0.16676297100768056,0.0,0.8333333333333334,,,,,,,,,
235,481515,235,0.16709727892471304,0.0,0.8666666666666667,,,,,,,,,
236,483564,236,0.16386217650956286,0.0,0.7857142857142857,,,,,,,,,
237,485613,237,0.1513874039023877,0.0,0.8666666666666667,,,,,,,,,
238,487662,238,0.19526268621542714,0.0,0.9375,,,,,,,,,
239,489711,239,0.17417982028951495,0.0,0.7333333333333333,,,,,,,,,
240,491760,240,0.19812798100227935,0.0,0.7333333333333333,,,,,,,,,
241,493809,241,0.18300552473022255,0.0,0.7857142857142857,,,,,,,,,
242,495858,242,0.18627619133647344,0.0,0.7857142857142857,,,,,,,,,
243,497907,243,0.19820267606828587,0.0,0.8,,,,,,,,,
244,499956,244,0.16597483630351287,0.0,0.75,,,,,,,,,
245,502005,245,0.14745786707299446,0.0,0.7857142857142857,,,,,,,,,
246,504054,246,0.1584340925269211,0.0,0.9230769230769231,,,,,,,,,
247,506103,247,0.178392945713916,0.0,0.8333333333333334,,,,,,,,,
248,508152,248,0.1582209975688877,0.0,0.7857142857142857,,,,,,,,,
249,510201,249,0.19191105089251054,0.0,0.8666666666666667,,,,,,,,,
250,512250,250,0.1884907045689873,0.0,0.75,,,,,,,,,
251,514299,251,0.1466841066693887,0.0,0.6666666666666666,,,,,,,,,
252,516348,252,0.19753925999414412,0.0,0.8461538461538461,,,,,,,,,
253,518397,253,0.19384730759886104,0.0,0.5714285714285714,,,,,,,,,
254,520446,254,0.19658808840027742,0.0,0.9230769230769231,,,,,,,,,
255,522495,255,0.15332749605851734,0.0,0.8125,,,,,,,,,
256,524544,256,0.17044929660779679,0.0,0.7857142857142857,,,,,,,,,
257,526593,257,0.17812931689966766,0.0,0.75,,,,,,,,,
258,528642,258,0.17034500306915495,0.0,0.8666666666666667,,,,,,,,,
259,530691,259,0.17455633017214073,0.0,0.7142857142857143,,,,,,,,,
260,532740,260,0.16180433475470163,0.0,0.75,,,,,,,,,
261,534789,261,0.18125958602806821,0.0,0.75,,,,,,,,,
262,536838,262,0.1711183554671496,0.0,0.6363636363636364,,,,,,,,,
263,538887,263,0.19001964660206783,0.0,0.6428571428571429,,,,,,,,,
264,540936,264,0.14735207314146762,0.0,0.7857142857142857,,,,,,,,,
265,542985,265,0.1555368950747291,0.0,0.8235294117647058,,,,,,,,,
266,545034,266,0.1849398575560482,0.0,0.7272727272727273,,,,,,,,,
267,547083,267,0.15994235818235789,0.0,0.8333333333333334,,,,,,,,,
268,549132,268,0.1285838156093856,0.0,0.7058823529411765,,,,,,,,,
269,551181,269,0.16681883506575346,0.0,0.6875,,,,,,,,,
270,553230,270,0.19979266075878674,0.0,0.7272727272727273,,,,,,,,,
271,555279,271,0.12731612380956187,0.0,0.9230769230769231,,,,,,,,,
272,557328,272,0.19328794797503976,0.0,0.5714285714285714,,,,,,,,,
273,559377,273,0.16717067000232275,0.0,0.7142857142857143,0.19698906699948085,1.0,1.0,,,,,,
274,561426,274,0.17581837661584748,0.0,0.75,,,,,,,,,
275,563475,275,0.19411865966924824,0.0,0.8571428571428571,,,,,,,,,
276,565524,276,0.17025841446104117,0.0,0.7142857142857143,,,,,,,,,
277,567573,277,0.16291182674236232,0.0,0.9285714285714286,,,,,,,,,
278,569622,278,0.16690627136339892,0.0,0.7692307692307693,,,,,,,,,
279,571671,279,0.18238673488886795,0.0,0.8,,,,,,,,,
280,573720,280,0.14668056763921394,0.0,0.8666666666666667,,,,,,,,,
281,575769,281,0.18515946153570034,0.0,0.6666666666666666,,,,,,,,,
282,577818,282,0.13831373262939262,0.0,0.75,,,,,,,,,
283,579867,283,0.16084989816263257,0.0,0.75,,,,,,,,,
284,581916,284,0.14159778032007891,0.0,0.8333333333333334,,,,,,,,,
285,583965,285,0.19263976654467982,0.0,0.8461538461538461,,,,,,,,,
286,586014,286,0.16203634534759898,0.0,0.9411764705882353,,,,,,,,,
287,588063,287,0.18861830134226315,0.0,0.9333333333333333,,,,,,,,,
288,590112,288,0.1356703052471428,0.0,0.9230769230769231,,,,,,,,,
289,592161,289,0.1772467535964205,0.0,0.8666666666666667,,,,,,,,,
290,594210,290,0.18083325728750801,0.0,0.8181818181818182,,,,,,,,,
291,596259,291,0.1695623646700115,0.0,0.8571428571428571,,,,,,,,,
292,598308,292,0.18689127267767014,0.0,0.625,,,,,,,,,
293,600357,293,0.1586718822395794,0.0,0.9411764705882353,,,,,,,,,
294,602406,294,0.17425120975845676,1.0,1.0,,,,,,,,,
295,604455,295,0.20018369550922532,0.0,0.7857142857142857,,,,,,,,,
296,606504,296,0.18093739005382575,0.0,0.6923076923076923,,,,,,,,,
297,608553,297,0.17131581654295439,0.0,0.8,,,,,,,,,
298,610602,298,0.20330139702830702,0.0,0.9166666666666666,,,,,,,,,
299,612651,299,0.16660120678973228,0.0,0.6428571428571429,,,,,,,,,
300,614700,300,0.17886595238090588,0.0,0.6153846153846154,,,,,,,,,
301,616749,301,0.19787737180758705,0.0,0.75,,,,,,,,,
302,618798,302,0.15590153822629965,0.0,0.8461538461538461,,,,,,,,,
303,620847,303,0.1211129377129328,0.0,0.7333333333333333,,,,,,,,,
304,622896,304,0.14261101853747962,0.0,0.875,,,,,,,,,
305,624945,305,0.17440013189856993,0.0,0.8,,,,,,,,,
306,626994,306,0.17664102844553378,0.0,0.6470588235294118,,,,,,,,,
307,629043,307,0.1804917247554771,0.0,0.8125,,,,,,,,,
308,631092,308,0.17604023166657423,0.0,0.7857142857142857,,,,,,,,,
309,633141,309,0.1646140910228006,0.0,0.9375,,,,,,,,,
310,635190,310,0.18321613336984965,0.0,0.8571428571428571,,,,,,,,,
311,637239,311,0.1783136484690544,0.0,0.5333333333333333,,,,,,,,,
312,639288,312,0.16548479857455045,0.0,0.6875,,,,,,,,,
313,641337,313,0.17446637147581034,0.0,0.9411764705882353,,,,,,,,,
314,643386,314,0.18931493236869085,0.0,0.9166666666666666,,,,,,,,,
315,645435,315,0.19657527983352063,0.0,0.7333333333333333,,,,,,,,,
316,647484,316,0.15411218543488456,0.0,0.6,,,,,,,,,
317,649533,317,0.1413391178559935,0.0,0.8461538461538461,,,,,,,,,
318,651582,318,0.16714039001567155,0.0,0.6666666666666666,,,,,,,,,
319,653631,319,0.1755277240625479,0.0,0.8888888888888888,,,,,,,,,
320,655680,320,0.18898560217201138,0.0,0.9230769230769231,,,,,,,,,
321,657729,321,0.18349265376639995,1.0,1.0,,,,,,,,,
322,659778,322,0.15969036358974828,1.0,1.0,,,,,,,,,
323,661827,323,0.21686885691149124,0.0,0.9,,,,,,,,,
324,663876,324,0.20689270901779117,0.0,0.75,,,,,,,,,
325,665925,325,0.12893057556998794,0.0,0.8571428571428571,,,,,,,,,
326,667974,326,0.16977048843962494,0.0,0.6923076923076923,,,,,,,,,
327,670023,327,0.17361823743745564,0.0,0.8,,,,,,,,,
328,672072,328,0.1364508188455137,0.0,0.8461538461538461,,,,,,,,,
329,674121,329,0.1713579711377941,0.0,0.9285714285714286,,,,,,,,,
330,676170,330,0.17062804778467244,0.0,0.7857142857142857,,,,,,,,,
331,678219,331,0.1555161412360175,0.0,0.7857142857142857,,,,,,,,,
332,680268,332,0.16740471880278424,0.0,0.8461538461538461,,,,,,,,,
333,682317,333,0.17216174951242638,0.0,0.5384615384615384,,,,,,,,,
334,684366,334,0.17322619115022495,0.0,0.7692307692307693,,,,,,,,,
335,686415,335,0.1798971341362999,0.0,0.8235294117647058,,,,,,,,,
336,688464,336,0.17687529024263926,0.0,0.8125,,,,,,,,,
337,690513,337,0.20030704321892356,0.0,0.9230769230769231,,,,,,,,,
338,692562,338,0.1667244848235236,0.0,0.8461538461538461,,,,,,,,,
339,694611,339,0.14701982619601636,0.0,0.8823529411764706,,,,,,,,,
340,696660,340,0.19140966931404432,0.0,0.625,,,,,,,,,
341,698709,341,0.12116433724109413,0.0,0.6153846153846154,,,,,,,,,
342,700758,342,0.15252339252942085,0.0,0.9333333333333333,0.17241820427188942,1.0,1.0,,,,,,
343,702807,343,0.17940077506308835,0.0,0.8666666666666667,,,,,,,,,
344,704856,344,0.17835181571979228,0.0,0.75,,,,,,,,,
345,706905,345,0.18575223425658816,0.0,0.8333333333333334,,,,,,,,,
346,708954,346,0.16234385655397526,0.0,0.9166666666666666,,,,,,,,,
347,711003,347,0.21964923308889311,0.0,0.9375,,,,,,,,,
348,713052,348,0.17427549267802286,0.0,0.9230769230769231,,,,,,,,,
349,715101,349,0.14777060499215514,0.0,0.6470588235294118,,,,,,,,,
350,717150,350,0.1845920995999827,1.0,1.0,,,,,,,,,
351,719199,351,0.22277509320917097,0.0,0.7857142857142857,,,,,,,,,
352,721248,352,0.16696510941568996,0.0,0.9090909090909091,,,,,,,,,
353,723297,353,0.1942173583393377,0.0,0.8,,,,,,,,,
354,725346,354,0.16637959934716873,0.0,0.8461538461538461,,,,,,,,,
355,727395,355,0.17260309463479204,0.0,0.7692307692307693,,,,,,,,,
356,729444,356,0.16959914475227766,0.0,0.7333333333333333,,,,,,,,,
357,731493,357,0.21039792003595326,0.0,0.5833333333333334,,,,,,,,,
358,733542,358,0.16589459859527175,0.0,0.8235294117647058,,,,,,,,,
359,735591,359,0.18846670853591233,0.0,0.9285714285714286,,,,,,,,,
360,737640,360,0.12904755660526435,0.0,0.9230769230769231,,,,,,,,,
361,739689,361,0.20170190172888425,0.0,0.7647058823529411,,,,,,,,,
362,741738,362,0.17204072651034796,0.0,0.9,,,,,,,,,
363,743787,363,0.1232948877806592,0.0,0.7692307692307693,,,,,,,,,
364,745836,364,0.17447499531736366,0.0,0.8,,,,,,,,,
365,747885,365,0.15153332251039575,0.0,0.7058823529411765,,,,,,,,,
366,749934,366,0.16657159236821512,0.0,0.9333333333333333,,,,,,,,,
367,751983,367,0.18829729229516914,0.0,0.7857142857142857,,,,,,,,,
368,754032,368,0.1892866972071026,0.0,0.875,,,,,,,,,
369,756081,369,0.1787033603473851,0.0,0.875,,,,,,,,,
370,758130,370,0.1710714448073477,0.0,0.9166666666666666,,,,,,,,,
371,760179,371,0.20630829745349907,0.0,0.9230769230769231,,,,,,,,,
372,762228,372,0.1809439607913482,1.0,1.0,,,,,,,,,
