step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
35,71715,35,0.16981354382429165,0.0,0.8143712574850299,,,,,
36,73764,36,0.17445365190558704,0.0,0.8449848024316109,,,,,
37,75813,37,0.1609621390134836,0.0,0.8466076696165191,,,,,
38,77862,38,0.16180185406065056,0.0,0.8529411764705882,,,,,
39,79911,39,0.16536103914413353,0.0,0.8666666666666667,,,,,
40,81960,40,0.16384383044457795,0.0,0.8542274052478134,,,,,
41,84009,41,0.1699081345523549,0.0,0.8597014925373134,,,,,
42,86058,42,0.1665849655628705,0.0,0.873900293255132,,,,,
43,88107,43,0.16547031442475568,0.0,0.8563049853372434,,,,,
44,90156,44,0.16622885579137986,0.0,0.8776119402985074,,,,,
45,92205,45,0.16525131430141432,0.0,0.844776119402985,,,,,
46,94254,46,0.16485760675571795,0.0,0.8525073746312685,,,,,
47,96303,47,0.17176517941121405,0.0,0.8431952662721893,,,,,
48,98352,48,0.16512123817271845,0.0,0.8686567164179104,,,,,
49,100401,49,0.16425077736844476,0.0,0.901840490797546,,,,,
50,102450,50,0.16412470429295628,0.0,0.8901408450704226,,,,,
51,104499,51,0.1613404857704787,0.0,0.8497109826589595,,,,,
52,106548,52,0.16389927789688413,0.0,0.8647058823529412,,,,,
53,108597,53,0.15202554455029688,0.0,0.8847262247838616,,,,,
54,110646,54,0.16112726909923558,0.0,0.8865671641791045,,,,,
55,112695,55,0.14983394204888123,0.0,0.8863636363636364,,,,,
56,114744,56,0.16031001755394508,0.0,0.8927536231884058,,,,,
57,116793,57,0.1600147405759028,0.0,0.884272997032641,,,,,
58,118842,58,0.15354021562341968,0.0,0.8933717579250721,,,,,
59,120891,59,0.16035808337990018,0.0,0.8862973760932945,0.19075969125067874,1.0,1.0,,
60,122940,60,0.15696262598454244,0.0,0.8731117824773413,,,,,
61,124989,61,0.16299079798656005,0.0,0.8778409090909091,,,,,
62,127038,62,0.1672984582346414,0.0,0.8731117824773413,,,,,
63,129087,63,0.15331808971308247,0.0,0.896358543417367,,,,,
64,131136,64,0.15991059780621641,0.0,0.8753623188405797,,,,,
65,133185,65,0.15288775428197196,0.0,0.8938053097345132,,,,,
66,135234,66,0.15234669184535943,0.0,0.8898550724637682,,,,,
67,137283,67,0.15763736793983182,0.0,0.8872832369942196,,,,,
68,139332,68,0.15954921731053592,0.0,0.8858858858858859,,,,,
69,141381,69,0.15982842344896417,0.0,0.9104477611940298,,,,,
70,143430,70,0.15624976151803263,0.0,0.8858858858858859,,,,,
71,145479,71,0.1576603785538686,0.0,0.8948948948948949,,,,,
72,147528,72,0.17621456700144061,0.0,0.8865671641791045,,,,,
73,149577,73,0.15382032930183068,0.0,0.8629737609329446,,,,,
74,151626,74,0.16094552308220095,0.0,0.8953488372093024,,,,,
75,153675,75,0.16650460996133948,0.0,0.8705882352941177,,,,,
76,155724,76,0.16357765734000473,0.0,0.875,,,,,
77,157773,77,0.16019749525584986,0.0,0.8983050847457628,,,,,
78,159822,78,0.15836060762107484,0.0,0.8902439024390244,,,,,
79,161871,79,0.1598623211796031,0.0,0.8859649122807017,,,,,
80,163920,80,0.1792501144078954,0.0,0.8682634730538922,,,,,
81,165969,81,0.1727323064804622,0.0,0.8579881656804734,,,,,
82,168018,82,0.15726984253663961,0.0,0.8809523809523809,,,,,
83,170067,83,0.1630120063941738,0.0,0.8871951219512195,,,,,
84,172116,84,0.15552269798006282,0.0,0.8876080691642652,,,,,
85,174165,85,0.16292580864763784,0.0,0.8813056379821959,,,,,
86,176214,86,0.15084281116383397,0.0,0.9056047197640118,,,,,
87,178263,87,0.15716757472588322,0.0,0.8885542168674698,,,,,
88,180312,88,0.1600848384342914,0.0,0.8621700879765396,,,,,
89,182361,89,0.14710920140753922,0.0,0.9098837209302325,,,,,
90,184410,90,0.15047073569890554,0.0,0.9188405797101449,,,,,
91,186459,91,0.161079434295687,0.0,0.888235294117647,,,,,
92,188508,92,0.171005029164114,0.0,0.8530259365994236,,,,,
93,190557,93,0.1574102874912274,0.0,0.9176470588235294,,,,,
94,192606,94,0.15094504853299137,0.0,0.9152542372881356,,,,,
95,194655,95,0.1567250960438039,0.0,0.8973607038123167,,,,,
96,196704,96,0.1525928532070296,0.0,0.8901408450704226,,,,,
97,198753,97,0.16206835297399907,0.0,0.8970588235294118,,,,,
98,200802,98,0.16262336975642244,0.0,0.9014925373134328,,,,,
99,202851,99,0.1513195796482851,0.0,0.9011627906976745,,,,,
100,204900,100,0.17107905608952928,0.0,0.8821752265861027,,,,,
101,206949,101,0.1591520983885927,0.0,0.9034267912772586,,,,,
102,208998,102,0.15387335958348664,0.0,0.9104477611940298,,,,,
103,211047,103,0.1717155873393824,0.0,0.8783382789317508,,,,,
104,213096,104,0.151832660548657,0.0,0.9029411764705882,,,,,
105,215145,105,0.1526657751558534,0.0,0.8862275449101796,,,,,
106,217194,106,0.156382785771967,0.0,0.9023668639053254,,,,,
107,219243,107,0.16112596909841392,0.0,0.8931750741839762,,,,,
108,221292,108,0.16312148760730644,0.0,0.8902077151335311,,,,,
109,223341,109,0.15174138244181784,0.0,0.9292035398230089,,,,,
110,225390,110,0.15489893350958933,0.0,0.896969696969697,,,,,
111,227439,111,0.15151855417262722,0.0,0.8985507246376812,,,,,
112,229488,112,0.145164487432194,0.0,0.8918128654970761,,,,,
113,231537,113,0.15465179551753822,0.0,0.8898809523809523,,,,,
114,233586,114,0.15484080683201157,0.0,0.9064327485380117,,,,,
115,235635,115,0.1553468765804203,0.0,0.9041916167664671,,,,,
116,237684,116,0.1583308190178821,0.0,0.8955223880597015,,,,,
117,239733,117,0.15912161115498574,0.0,0.9077380952380952,0.17980751520788563,0.0,0.75,,
118,241782,118,0.15631451739323526,0.0,0.8972809667673716,,,,,
119,243831,119,0.15542933061699254,0.0,0.9171597633136095,,,,,
120,245880,120,0.16223615619695775,0.0,0.8728323699421965,,,,,
121,247929,121,0.14829119737245852,0.0,0.9122807017543859,,,,,
122,249978,122,0.16066639382434675,0.0,0.8818181818181818,,,,,
123,252027,123,0.16137011434876491,0.0,0.8953488372093024,,,,,
124,254076,124,0.1507756849496869,0.0,0.9104046242774566,,,,,
125,256125,125,0.1479133076153235,0.0,0.9119318181818182,,,,,
126,258174,126,0.16114479579260726,0.0,0.8768328445747801,,,,,
127,260223,127,0.15683614465220047,0.0,0.8727272727272727,,,,,
128,262272,128,0.1605693388420496,0.0,0.8825301204819277,,,,,
129,264321,129,0.1602456973318035,0.0,0.880466472303207,,,,,
130,266370,130,0.1697541875557323,0.0,0.8757396449704142,,,,,
131,268419,131,0.15555942015738716,0.0,0.8927536231884058,,,,,
132,270468,132,0.16663971755395052,0.0,0.8809523809523809,,,,,
133,272517,133,0.15381920971068533,0.0,0.9069767441860465,,,,,
134,274566,134,0.14832540504999406,0.0,0.9112426035502958,,,,,
135,276615,135,0.14563671424234131,0.0,0.8926553672316384,,,,,
136,278664,136,0.1567315321411734,0.0,0.9026548672566371,,,,,
137,280713,137,0.14960771481106397,0.0,0.9037900874635568,,,,,
138,282762,138,0.14874405242905028,0.0,0.9088235294117647,,,,,
139,284811,139,0.14950416376500353,0.0,0.9302325581395349,,,,,
140,286860,140,0.15706080364057123,0.0,0.8902439024390244,,,,,
141,288909,141,0.16143531892612184,0.0,0.8928571428571429,,,,,
142,290958,142,0.1550732245102912,0.0,0.9035087719298246,,,,,
143,293007,143,0.1474163844340621,0.0,0.9191616766467066,,,,,
144,295056,144,0.15792578949741426,0.0,0.9186046511627907,,,,,
145,297105,145,0.14668439824268337,0.0,0.9132947976878613,,,,,
146,299154,146,0.14720290475810766,0.0,0.92,,,,,
147,301203,147,0.14931189295159736,0.0,0.9304347826086956,,,,,
148,303252,148,0.15450635149642147,0.0,0.8975903614457831,,,,,
149,305301,149,0.15939303483523942,0.0,0.899390243902439,,,,,
150,307350,150,0.1572724621311777,0.0,0.9033232628398792,,,,,
151,309399,151,0.15060979199161312,0.0,0.9040697674418605,,,,,
152,311448,152,0.14924004693789755,0.0,0.9088235294117647,,,,,
153,313497,153,0.15747638440484005,0.0,0.8902439024390244,,,,,
154,315546,154,0.15950924227898455,0.0,0.8779761904761905,,,,,
155,317595,155,0.15174358486785808,0.0,0.9085545722713865,,,,,
156,319644,156,0.16298981645663507,0.0,0.9154518950437318,,,,,
157,321693,157,0.1556726565981684,0.0,0.908284023668639,,,,,
158,323742,158,0.16032511508633268,0.0,0.8826979472140762,,,,,
159,325791,159,0.16769609568350213,0.0,0.8929663608562691,,,,,
160,327840,160,0.15065336404759688,0.0,0.908284023668639,,,,,
161,329889,161,0.16987358678152226,0.0,0.8678678678678678,,,,,
162,331938,162,0.15584616465307413,0.0,0.8966565349544073,,,,,
163,333987,163,0.14848450743132136,0.0,0.9174041297935103,,,,,
164,336036,164,0.15398805620055472,0.0,0.8985507246376812,,,,,
165,338085,165,0.1705420071631844,0.0,0.8944099378881988,,,,,
166,340134,166,0.1563350331023233,0.0,0.8746355685131195,,,,,
167,342183,167,0.16304989798209785,0.0,0.8686567164179104,,,,,
168,344232,168,0.15708710791383707,0.0,0.8964497041420119,,,,,
169,346281,169,0.15314357536496676,0.0,0.8936170212765957,,,,,
170,348330,170,0.15455291127861975,0.0,0.8922155688622755,,,,,
171,350379,171,0.16387435805785702,0.0,0.8875379939209727,,,,,
172,352428,172,0.1482292799621484,0.0,0.9080118694362018,,,,,
173,354477,173,0.1529209338602689,0.0,0.8994082840236687,,,,,
174,356526,174,0.14599261322296386,0.0,0.9142011834319527,,,,,
175,358575,175,0.15119997778761904,0.0,0.9244186046511628,0.15908948124124855,0.0,0.75,,
176,360624,176,0.15725231273746257,0.0,0.8985074626865671,,,,,
177,362673,177,0.1452780159916274,0.0,0.9047619047619048,,,,,
178,364722,178,0.15322015047892762,0.0,0.9090909090909091,,,,,
179,366771,179,0.1525485971572651,0.0,0.8857142857142857,,,,,
180,368820,180,0.14687921502658785,0.0,0.9067055393586005,,,,,
181,370869,181,0.15396607724998995,0.0,0.8961424332344213,,,,,
182,372918,182,0.1511652359499691,0.0,0.9169139465875371,,,,,
183,374967,183,0.1584138288787092,0.0,0.8826979472140762,,,,,
184,377016,184,0.1549098395602519,0.0,0.880466472303207,,,,,
185,379065,185,0.160634266702208,0.0,0.9123867069486404,,,,,
186,381114,186,0.15568563846115635,0.0,0.8908554572271387,,,,,
187,383163,187,0.1521282348198316,0.0,0.9041916167664671,,,,,
188,385212,188,0.15398815287433668,0.0,0.9017857142857143,,,,,
189,387261,189,0.1561890811947771,0.0,0.887905604719764,,,,,
190,389310,190,0.1590369683353885,0.0,0.8875739644970414,,,,,
191,391359,191,0.15103067115923485,0.0,0.8980169971671388,,,,,
192,393408,192,0.15745239407388867,0.0,0.9143730886850153,,,,,
193,395457,193,0.15598015247078523,0.0,0.8782608695652174,,,,,
194,397506,194,0.1585580342130925,0.0,0.9033232628398792,,,,,
195,399555,195,0.15645808498304314,0.0,0.8925373134328358,,,,,
196,401604,196,0.15767341315419536,0.0,0.8802395209580839,,,,,
197,403653,197,0.16744928471365442,0.0,0.8862275449101796,,,,,
198,405702,198,0.16200184092945816,0.0,0.8844984802431611,,,,,
199,407751,199,0.15705112855174327,0.0,0.9074074074074074,,,,,
200,409800,200,0.15579048167019532,0.0,0.9053254437869822,,,,,
201,411849,201,0.14407062191227027,0.0,0.9085545722713865,,,,,
202,413898,202,0.16003724876955394,0.0,0.8719512195121951,,,,,
203,415947,203,0.15452952556620597,0.0,0.8888888888888888,,,,,
204,417996,204,0.1567521061546446,0.0,0.8821752265861027,,,,,
205,420045,205,0.1548429623444973,0.0,0.9101449275362319,,,,,
206,422094,206,0.16031984616629125,0.0,0.8902077151335311,,,,,
207,424143,207,0.1532303487419663,0.0,0.913946587537092,,,,,
208,426192,208,0.15555176358605144,0.0,0.9,,,,,
209,428241,209,0.15304711098186985,0.0,0.8950437317784257,,,,,
210,430290,210,0.16119922236896564,0.0,0.9181818181818182,,,,,
211,432339,211,0.15549067662532448,0.0,0.8970588235294118,,,,,
212,434388,212,0.15372824502072494,0.0,0.9026548672566371,,,,,
213,436437,213,0.15385323998371297,0.0,0.9090909090909091,,,,,
214,438486,214,0.14809401107843684,0.0,0.9134328358208955,,,,,
215,440535,215,0.15318601541778565,0.0,0.918429003021148,,,,,
216,442584,216,0.1475282770412162,0.0,0.9047619047619048,,,,,
217,444633,217,0.15168138808553555,0.0,0.9184952978056427,,,,,
218,446682,218,0.15695761027669347,0.0,0.8953488372093024,,,,,
219,448731,219,0.15890351931074448,0.0,0.901840490797546,,,,,
220,450780,220,0.15511582101853366,0.0,0.9149560117302052,,,,,
221,452829,221,0.14850012092550263,0.0,0.906158357771261,,,,,
222,454878,222,0.15210072340807865,0.0,0.8939828080229226,,,,,
223,456927,223,0.1604288094055329,0.0,0.9,,,,,
224,458976,224,0.14684645236304622,0.0,0.9090909090909091,,,,,
225,461025,225,0.15017501968625319,0.0,0.8967551622418879,,,,,
226,463074,226,0.15746123433170972,0.0,0.8898809523809523,,,,,
227,465123,227,0.15157644818513816,0.0,0.8793103448275862,,,,,
228,467172,228,0.15279191081708937,0.0,0.9047619047619048,,,,,
229,469221,229,0.1419568971065479,0.0,0.9296187683284457,,,,,
230,471270,230,0.28932891394463045,0.0,0.8,,,,,
231,473319,231,0.15774264403169386,0.0,0.8719512195121951,,,,,
232,475368,232,0.16954570732352559,0.0,0.8538011695906432,,,,,
233,477417,233,0.15496129987628543,0.0,0.8926380368098159,0.185884464450686,0.0,0.75,,
234,479466,234,0.16188930563795076,0.0,0.9020172910662824,,,,,
235,481515,235,0.1526362606158799,0.0,0.9093567251461988,,,,,
236,483564,236,0.14416853233360988,0.0,0.9080118694362018,,,,,
237,485613,237,0.14821586838535483,0.0,0.8924418604651163,,,,,
238,487662,238,0.14876054794036453,0.0,0.9032258064516129,,,,,
239,489711,239,0.16438853735306513,0.0,0.8858024691358025,,,,,
240,491760,240,0.1552953890365294,0.0,0.8735632183908046,,,,,
241,493809,241,0.14892385615336529,0.0,0.8938053097345132,,,,,
242,495858,242,0.15943925460844321,0.0,0.8939828080229226,,,,,
243,497907,243,0.1530216380038378,0.0,0.8922155688622755,,,,,
244,499956,244,0.15889656053321521,0.0,0.8970588235294118,,,,,
245,502005,245,0.14641970121465292,0.0,0.9251497005988024,,,,,
246,504054,246,0.15979794004796932,0.0,0.8746268656716418,,,,,
247,506103,247,0.15812854516303687,0.0,0.9006024096385542,,,,,
248,508152,248,0.14864908895832218,0.0,0.9205882352941176,,,,,
249,510201,249,0.14243214026588277,0.0,0.9354838709677419,,,,,
250,512250,250,0.1640593796482251,0.0,0.8902077151335311,,,,,
251,514299,251,0.16718556404981533,0.0,0.877906976744186,,,,,
252,516348,252,0.1542102912239798,0.0,0.8865671641791045,,,,,
253,518397,253,0.14907868332619206,0.0,0.9074626865671642,,,,,
254,520446,254,0.15874371479541213,0.0,0.8859649122807017,,,,,
255,522495,255,0.1688012430156922,0.0,0.8831908831908832,,,,,
256,524544,256,0.15601575669798906,0.0,0.8898809523809523,,,,,
257,526593,257,0.16121341906620948,0.0,0.8809523809523809,,,,,
258,528642,258,0.14477803326724825,0.0,0.9101123595505618,,,,,
259,530691,259,0.15129023306018274,0.0,0.9033232628398792,,,,,
260,532740,260,0.15514419935057167,0.0,0.9196428571428571,,,,,
261,534789,261,0.1519173881890795,0.0,0.9017857142857143,,,,,
262,536838,262,0.155767484193606,0.0,0.908284023668639,,,,,
263,538887,263,0.1605119366809225,0.0,0.8563049853372434,,,,,
264,540936,264,0.16124870114100154,0.0,0.8885542168674698,,,,,
265,542985,265,0.15816163063961525,0.0,0.8898809523809523,,,,,
266,545034,266,0.1560922333973072,0.0,0.8876080691642652,,,,,
267,547083,267,0.15940545459696856,0.0,0.9085545722713865,,,,,
268,549132,268,0.15517590821001703,0.0,0.8979591836734694,,,,,
269,551181,269,0.15484042584005225,0.0,0.9112426035502958,,,,,
270,553230,270,0.15218789409606365,0.0,0.891566265060241,,,,,
271,555279,271,0.1603458760801351,0.0,0.884393063583815,,,,,
272,557328,272,0.16332722842563896,0.0,0.9085365853658537,,,,,
273,559377,273,0.15051481260528954,0.0,0.918429003021148,,,,,
274,561426,274,0.15060076483278734,0.0,0.9017857142857143,,,,,
275,563475,275,0.1536507950513763,0.0,0.9032258064516129,,,,,
276,565524,276,0.15191858341125686,0.0,0.8981481481481481,,,,,
277,567573,277,0.14217618634191495,0.0,0.9281609195402298,,,,,
278,569622,278,0.15851619129392228,0.0,0.8872832369942196,,,,,
279,571671,279,0.1597474859812015,0.0,0.8660714285714286,,,,,
280,573720,280,0.15850467122809245,0.0,0.8976608187134503,,,,,
281,575769,281,0.14835143504122522,0.0,0.9112426035502958,,,,,
282,577818,282,0.1578493330004201,0.0,0.9029411764705882,,,,,
283,579867,283,0.1496187990221628,0.0,0.8885630498533724,,,,,
284,581916,284,0.1577966802243273,0.0,0.9036144578313253,,,,,
285,583965,285,0.1695030894605317,0.0,0.9024390243902439,,,,,
286,586014,286,0.15218324454436655,0.0,0.9072463768115943,,,,,
287,588063,287,0.14439254798595497,0.0,0.9335347432024169,,,,,
288,590112,288,0.1468102789588556,0.0,0.9181818181818182,,,,,
289,592161,289,0.1603460844296175,0.0,0.9080118694362018,,,,,
290,594210,290,0.15451208445035416,0.0,0.9011627906976745,,,,,
291,596259,291,0.1534488345377503,0.0,0.9148936170212766,0.15265194515873504,0.0,0.75,,
292,598308,292,0.1564158285756841,0.0,0.8846153846153846,,,,,
293,600357,293,0.15411673104353096,0.0,0.9098837209302325,,,,,
294,602406,294,0.16237746321889718,0.0,0.8835820895522388,,,,,
295,604455,295,0.15464462920082156,0.0,0.8892215568862275,,,,,
296,606504,296,0.1454814931078164,0.0,0.9002849002849003,,,,,
297,608553,297,0.15781078170441726,0.0,0.8952095808383234,,,,,
298,610602,298,0.1544527728746424,0.0,0.8970588235294118,,,,,
299,612651,299,0.15292833558541175,0.0,0.9262536873156342,,,,,
300,614700,300,0.15600135921433667,0.0,0.9039039039039038,,,,,
301,616749,301,0.15233843260208055,0.0,0.9107142857142857,,,,,
302,618798,302,0.1519590536107617,0.0,0.8967551622418879,,,,,
303,620847,303,0.14379679291502823,0.0,0.9051724137931034,,,,,
304,622896,304,0.14745945145163394,0.0,0.9080459770114943,,,,,
305,624945,305,0.15296325317551274,0.0,0.8888888888888888,,,,,
306,626994,306,0.15639990363307177,0.0,0.9056047197640118,,,,,
307,629043,307,0.16384514962276456,0.0,0.922360248447205,,,,,
308,631092,308,0.1572375043372824,0.0,0.9026548672566371,,,,,
309,633141,309,0.1540259354949103,0.0,0.8908045977011494,,,,,
310,635190,310,0.1517578006955757,0.0,0.9011976047904192,,,,,
311,637239,311,0.1573141063833639,0.0,0.8994252873563219,,,,,
312,639288,312,0.15240473780643093,0.0,0.887905604719764,,,,,
313,641337,313,0.15559007853968015,0.0,0.8982558139534884,,,,,
314,643386,314,0.15449205607487784,0.0,0.8944099378881988,,,,,
315,645435,315,0.14268341707287535,0.0,0.9140401146131805,,,,,
316,647484,316,0.14606076754123196,0.0,0.9008746355685131,,,,,
317,649533,317,0.14629106080477153,0.0,0.8950437317784257,,,,,
318,651582,318,0.14560717208441848,0.0,0.9194029850746268,,,,,
319,653631,319,0.1697113650668469,0.0,0.8734177215189873,,,,,
320,655680,320,0.15537562956323514,0.0,0.9169139465875371,,,,,
321,657729,321,0.15277585676671376,0.0,0.9064327485380117,,,,,
322,659778,322,0.14412206259804183,0.0,0.9011627906976745,,,,,
323,661827,323,0.1567880563027932,0.0,0.8857938718662952,,,,,
324,663876,324,0.15416392915139032,0.0,0.8947368421052632,,,,,
325,665925,325,0.1557244047694492,0.0,0.9144542772861357,,,,,
326,667974,326,0.15685224468053613,0.0,0.8938053097345132,,,,,
327,670023,327,0.14977834526404413,0.0,0.8982558139534884,,,,,
328,672072,328,0.15354827446828148,0.0,0.9057142857142857,,,,,
329,674121,329,0.15063299015946421,0.0,0.907185628742515,,,,,
330,676170,330,0.1539968944590942,0.0,0.9077809798270894,,,,,
331,678219,331,0.15023727295409148,0.0,0.8933717579250721,,,,,
332,680268,332,0.15746000234555796,0.0,0.8892128279883382,,,,,
333,682317,333,0.156133638777507,0.0,0.8948948948948949,,,,,
334,684366,334,0.16023907823887873,0.0,0.8813056379821959,,,,,
335,686415,335,0.15323043033152584,0.0,0.9002932551319648,,,,,
336,688464,336,0.15407454038021182,0.0,0.8920454545454546,,,,,
337,690513,337,0.13499806246560603,0.0,0.9300291545189504,,,,,
338,692562,338,0.1448101062503363,0.0,0.9080459770114943,,,,,
339,694611,339,0.13984057954962387,0.0,0.9077809798270894,,,,,
340,696660,340,0.15734845686015186,0.0,0.9138461538461539,,,,,
341,698709,341,0.15931986477070564,0.0,0.8991097922848664,,,,,
342,700758,342,0.15179593404405073,0.0,0.9144542772861357,,,,,
343,702807,343,0.14391091463465389,0.0,0.9215686274509803,,,,,
344,704856,344,0.15485874265663427,0.0,0.8973607038123167,,,,,
345,706905,345,0.15956938462359074,0.0,0.9041533546325878,,,,,
346,708954,346,0.1571332653198977,0.0,0.9125364431486881,,,,,
347,711003,347,0.15576752285216258,0.0,0.8996960486322189,,,,,
348,713052,348,0.16248223683527352,0.0,0.8950437317784257,,,,,
349,715101,349,0.15162432575486762,0.0,0.8930635838150289,0.20648753364277114,0.0,0.75,,
350,717150,350,0.14571012937193323,0.0,0.9140401146131805,,,,,
351,719199,351,0.15778115665736603,0.0,0.9079754601226994,,,,,
352,721248,352,0.15678732369841514,0.0,0.9056047197640118,,,,,
353,723297,353,0.1587374413230131,0.0,0.9024390243902439,,,,,
354,725346,354,0.15372689236960085,0.0,0.9041916167664671,,,,,
355,727395,355,0.15487667585570575,0.0,0.8950437317784257,,,,,
356,729444,356,0.1542310671686456,0.0,0.887240356083086,,,,,
357,731493,357,0.1591578416517435,0.0,0.8852941176470588,,,,,
358,733542,358,0.15910741572116546,0.0,0.9076923076923077,,,,,
359,735591,359,0.15557403361287242,0.0,0.8746268656716418,,,,,
360,737640,360,0.1533067246472518,0.0,0.8727810650887574,,,,,
361,739689,361,0.15637804982795445,0.0,0.8898809523809523,,,,,
362,741738,362,0.14807888641364328,0.0,0.9026548672566371,,,,,
363,743787,363,0.14473103545836374,0.0,0.9011299435028248,,,,,
364,745836,364,0.14630448388909223,0.0,0.9074626865671642,,,,,
365,747885,365,0.15697169788106496,0.0,0.8826979472140762,,,,,
366,749934,366,0.15897269094347316,0.0,0.8948948948948949,,,,,
367,751983,367,0.1533864999755653,0.0,0.8967551622418879,,,,,
368,754032,368,0.1552647059373807,0.0,0.9112426035502958,,,,,
369,756081,369,0.14781805094069717,0.0,0.9183673469387755,,,,,
370,758130,370,0.1480981164872216,0.0,0.9298780487804879,,,,,
371,760179,371,0.15002085249972402,0.0,0.9096385542168675,,,,,
372,762228,372,0.14361381871517007,0.0,0.9017341040462428,,,,,
373,764277,373,0.1520943949549149,0.0,0.9077809798270894,,,,,
374,766326,374,0.15139485665124258,0.0,0.8979591836734694,,,,,
375,768375,375,0.15399708272965051,0.0,0.9074074074074074,,,,,
376,770424,376,0.14803032836051302,0.0,0.9253731343283582,,,,,
377,772473,377,0.16177270965525137,0.0,0.8925373134328358,,,,,
378,774522,378,0.15008273491720453,0.0,0.8857142857142857,,,,,
379,776571,379,0.14907571583474039,0.0,0.9149560117302052,,,,,
380,778620,380,0.1501415015800952,0.0,0.9043478260869565,,,,,
381,780669,381,0.1489486304532776,0.0,0.9017857142857143,,,,,
382,782718,382,0.14395405833919475,0.0,0.9036827195467422,,,,,
383,784767,383,0.15862846498937772,0.0,0.8985074626865671,,,,,
384,786816,384,0.1505793466707474,0.0,0.8905325443786982,,,,,
385,788865,385,0.15176658274800978,0.0,0.9107692307692308,,,,,
386,790914,386,0.16167565745995605,0.0,0.8776758409785933,,,,,
387,792963,387,0.15870920310985173,0.0,0.8948948948948949,,,,,
388,795012,388,0.15012062318213223,0.0,0.8905325443786982,,,,,
389,797061,389,0.1551762745864963,0.0,0.8945783132530121,,,,,
390,799110,390,0.15843072088502738,0.0,0.8960244648318043,,,,,
391,801159,391,0.15800656762539084,0.0,0.8964497041420119,,,,,
392,803208,392,0.15094121605099736,0.0,0.9009009009009009,,,,,
393,805257,393,0.1503880636220043,0.0,0.9069767441860465,,,,,
394,807306,394,0.15333333753536593,0.0,0.8865671641791045,,,,,
395,809355,395,0.15728986493332825,0.0,0.9126506024096386,,,,,
396,811404,396,0.15593938112519495,0.0,0.8892215568862275,,,,,
397,813453,397,0.15472414615845576,0.0,0.9148936170212766,,,,,
398,815502,398,0.15137351761015044,0.0,0.9,,,,,
399,817551,399,0.14500494158489857,0.0,0.8925373134328358,,,,,
400,819600,400,0.1563686354119189,0.0,0.8797653958944281,,,,,
401,821649,401,0.15673049554611584,0.0,0.884272997032641,,,,,
402,823698,402,0.1512284104388418,0.0,0.924924924924925,,,,,
403,825747,403,0.16471000267877028,0.0,0.88125,,,,,
404,827796,404,0.1581931167625577,0.0,0.9198813056379822,,,,,
405,829845,405,0.15101135778458724,0.0,0.8961424332344213,,,,,
